Column1.group;Column1.matches.match;Column1.matches.home;Column1.matches.homeColour;Column1.matches.away;Column1.matches.awayColour;Column1.matches.score.home;Column1.matches.score.away;Column1.matches.penaltyScore.home;Column1.matches.penaltyScore.away;Column1.matches.minutes;Column1.matches.actions.team;Column1.matches.actions.eventType;Column1.matches.actions.eventTime;Column1.matches.actions.addedTime;Columna1;Columna2;Columna3
Group A;4043691;Egypt;#ff4e36;Uruguay;#00b2ff;0;1;0;0;90;away;shot on target;46;0:00;15/06/2018 14:00;15/06/2018 15:01;15/06/2018 15:01
Group A;4043691;Egypt;#ff4e36;Uruguay;#00b2ff;0;1;0;0;90;away;shot on target;32;0:00;15/06/2018 14:00;15/06/2018 14:32;15/06/2018 14:32
Group A;4043691;Egypt;#ff4e36;Uruguay;#00b2ff;0;1;0;0;90;away;shot off target;29;0:00;15/06/2018 14:00;15/06/2018 14:29;15/06/2018 14:29
Group A;4043691;Egypt;#ff4e36;Uruguay;#00b2ff;0;1;0;0;90;home;shot on target;26;0:00;15/06/2018 14:00;15/06/2018 14:26;15/06/2018 14:26
Group A;4043691;Egypt;#ff4e36;Uruguay;#00b2ff;0;1;0;0;90;away;shot off target;24;0:00;15/06/2018 14:00;15/06/2018 14:24;15/06/2018 14:24
Group A;4043691;Egypt;#ff4e36;Uruguay;#00b2ff;0;1;0;0;90;away;shot on target;23;0:00;15/06/2018 14:00;15/06/2018 14:23;15/06/2018 14:23
Group A;4043691;Egypt;#ff4e36;Uruguay;#00b2ff;0;1;0;0;90;away;shot off target;14;0:00;15/06/2018 14:00;15/06/2018 14:14;15/06/2018 14:14
Group A;4043691;Egypt;#ff4e36;Uruguay;#00b2ff;0;1;0;0;90;home;shot on target;12;0:00;15/06/2018 14:00;15/06/2018 14:12;15/06/2018 14:12
Group A;4043691;Egypt;#ff4e36;Uruguay;#00b2ff;0;1;0;0;90;away;shot on target;8;0:00;15/06/2018 14:00;15/06/2018 14:08;15/06/2018 14:08
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;shot off target;90;3:02;19/06/2018 20:00;19/06/2018 21:48;19/06/2018 21:45
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;shot off target;90;0:00;19/06/2018 20:00;19/06/2018 21:45;19/06/2018 21:45
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;shot off target;88;0:00;19/06/2018 20:00;19/06/2018 21:43;19/06/2018 21:43
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;shot on target;75;0:00;19/06/2018 20:00;19/06/2018 21:30;19/06/2018 21:30
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;goal from penalty;73;0:00;19/06/2018 20:00;19/06/2018 21:28;19/06/2018 21:28
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;shot off target;70;0:00;19/06/2018 20:00;19/06/2018 21:25;19/06/2018 21:25
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;shot off target;67;0:00;19/06/2018 20:00;19/06/2018 21:22;19/06/2018 21:22
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;goal;62;0:00;19/06/2018 20:00;19/06/2018 21:17;19/06/2018 21:17
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;shot on target;62;0:00;19/06/2018 20:00;19/06/2018 21:17;19/06/2018 21:17
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;goal;59;0:00;19/06/2018 20:00;19/06/2018 21:14;19/06/2018 21:14
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;shot on target;59;0:00;19/06/2018 20:00;19/06/2018 21:14;19/06/2018 21:14
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;shot on target;56;0:00;19/06/2018 20:00;19/06/2018 21:11;19/06/2018 21:11
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;own goal;47;0:00;19/06/2018 20:00;19/06/2018 21:02;19/06/2018 21:02
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;shot off target;47;0:00;19/06/2018 20:00;19/06/2018 21:02;19/06/2018 21:02
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;shot off target;42;0:00;19/06/2018 20:00;19/06/2018 20:42;19/06/2018 20:42
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;shot off target;41;0:00;19/06/2018 20:00;19/06/2018 20:41;19/06/2018 20:41
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;shot on target;39;0:00;19/06/2018 20:00;19/06/2018 20:39;19/06/2018 20:39
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;shot on target;39;0:00;19/06/2018 20:00;19/06/2018 20:39;19/06/2018 20:39
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;shot off target;35;0:00;19/06/2018 20:00;19/06/2018 20:35;19/06/2018 20:35
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;shot off target;34;0:00;19/06/2018 20:00;19/06/2018 20:34;19/06/2018 20:34
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;shot on target;25;0:00;19/06/2018 20:00;19/06/2018 20:25;19/06/2018 20:25
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;shot off target;23;0:00;19/06/2018 20:00;19/06/2018 20:23;19/06/2018 20:23
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;shot off target;19;0:00;19/06/2018 20:00;19/06/2018 20:19;19/06/2018 20:19
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;shot off target;16;0:00;19/06/2018 20:00;19/06/2018 20:16;19/06/2018 20:16
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;away;shot on target;15;0:00;19/06/2018 20:00;19/06/2018 20:15;19/06/2018 20:15
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;shot on target;13;0:00;19/06/2018 20:00;19/06/2018 20:13;19/06/2018 20:13
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;shot on target;11;0:00;19/06/2018 20:00;19/06/2018 20:11;19/06/2018 20:11
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;shot off target;6;0:00;19/06/2018 20:00;19/06/2018 20:06;19/06/2018 20:06
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;shot on target;6;0:00;19/06/2018 20:00;19/06/2018 20:06;19/06/2018 20:06
Group A;4043707;Russia;#ff4e36;Egypt;white;3;1;0;0;90;home;shot on target;5;0:00;19/06/2018 20:00;19/06/2018 20:05;19/06/2018 20:05
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;away;shot on target;90;0:57;20/06/2018 17:00;20/06/2018 18:45;20/06/2018 18:45
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;shot off target;89;0:00;20/06/2018 17:00;20/06/2018 18:44;20/06/2018 18:44
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;away;shot on target;87;0:00;20/06/2018 17:00;20/06/2018 18:42;20/06/2018 18:42
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;away;shot off target;87;0:00;20/06/2018 17:00;20/06/2018 18:42;20/06/2018 18:42
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;shot on target;86;0:00;20/06/2018 17:00;20/06/2018 18:41;20/06/2018 18:41
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;shot off target;80;0:00;20/06/2018 17:00;20/06/2018 18:35;20/06/2018 18:35
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;shot off target;68;0:00;20/06/2018 17:00;20/06/2018 18:23;20/06/2018 18:23
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;away;shot on target;67;0:00;20/06/2018 17:00;20/06/2018 18:22;20/06/2018 18:22
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;shot on target;64;0:00;20/06/2018 17:00;20/06/2018 18:19;20/06/2018 18:19
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;shot off target;62;0:00;20/06/2018 17:00;20/06/2018 18:17;20/06/2018 18:17
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;shot on target;51;0:00;20/06/2018 17:00;20/06/2018 18:06;20/06/2018 18:06
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;away;shot off target;38;0:00;20/06/2018 17:00;20/06/2018 17:38;20/06/2018 17:38
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;away;shot off target;29;0:00;20/06/2018 17:00;20/06/2018 17:29;20/06/2018 17:29
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;away;shot on target;26;0:00;20/06/2018 17:00;20/06/2018 17:26;20/06/2018 17:26
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;shot on target;25;0:00;20/06/2018 17:00;20/06/2018 17:25;20/06/2018 17:25
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;goal;23;0:00;20/06/2018 17:00;20/06/2018 17:23;20/06/2018 17:23
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;shot on target;23;0:00;20/06/2018 17:00;20/06/2018 17:23;20/06/2018 17:23
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;away;shot off target;21;0:00;20/06/2018 17:00;20/06/2018 17:21;20/06/2018 17:21
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;shot on target;21;0:00;20/06/2018 17:00;20/06/2018 17:21;20/06/2018 17:21
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;shot off target;15;0:00;20/06/2018 17:00;20/06/2018 17:15;20/06/2018 17:15
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;shot off target;13;0:00;20/06/2018 17:00;20/06/2018 17:13;20/06/2018 17:13
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;away;shot on target;8;0:00;20/06/2018 17:00;20/06/2018 17:08;20/06/2018 17:08
Group A;4043714;Uruguay;#00b2ff;Saudi Arabia;white;1;0;0;0;90;home;shot on target;2;0:00;20/06/2018 17:00;20/06/2018 17:02;20/06/2018 17:02
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;goal;90;0:00;30/06/2018 20:00;30/06/2018 21:45;30/06/2018 21:45
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;shot on target;90;0:00;30/06/2018 20:00;30/06/2018 21:45;30/06/2018 21:45
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;shot on target;90;0:00;30/06/2018 20:00;30/06/2018 21:45;30/06/2018 21:45
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;shot on target;90;0:00;30/06/2018 20:00;30/06/2018 21:45;30/06/2018 21:45
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;shot on target;86;0:00;30/06/2018 20:00;30/06/2018 21:41;30/06/2018 21:41
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;shot on target;82;0:00;30/06/2018 20:00;30/06/2018 21:37;30/06/2018 21:37
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;away;shot off target;74;0:00;30/06/2018 20:00;30/06/2018 21:29;30/06/2018 21:29
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;shot off target;69;0:00;30/06/2018 20:00;30/06/2018 21:24;30/06/2018 21:24
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;shot on target;59;0:00;30/06/2018 20:00;30/06/2018 21:14;30/06/2018 21:14
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;shot on target;47;0:00;30/06/2018 20:00;30/06/2018 21:02;30/06/2018 21:02
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;shot on target;28;0:00;30/06/2018 20:00;30/06/2018 20:28;30/06/2018 20:28
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;shot off target;24;0:00;30/06/2018 20:00;30/06/2018 20:24;30/06/2018 20:24
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;own goal;23;0:00;30/06/2018 20:00;30/06/2018 20:23;30/06/2018 20:23
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;away;shot off target;17;0:00;30/06/2018 20:00;30/06/2018 20:17;30/06/2018 20:17
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;away;shot on target;12;0:00;30/06/2018 20:00;30/06/2018 20:12;30/06/2018 20:12
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;goal;10;0:00;30/06/2018 20:00;30/06/2018 20:10;30/06/2018 20:10
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;shot on target;10;0:00;30/06/2018 20:00;30/06/2018 20:10;30/06/2018 20:10
Group A;4043724;Uruguay;#00b2ff;Russia;#ff4e36;3;0;0;0;90;home;shot off target;2;0:00;30/06/2018 20:00;30/06/2018 20:02;30/06/2018 20:02
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;goal;90;4:05;25/06/2018 16:00;25/06/2018 17:49;25/06/2018 17:45
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot on target;90;4:05;25/06/2018 16:00;25/06/2018 17:49;25/06/2018 17:45
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot on target;90;0:31;25/06/2018 16:00;25/06/2018 17:45;25/06/2018 17:45
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot off target;87;0:00;25/06/2018 16:00;25/06/2018 17:42;25/06/2018 17:42
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot on target;81;0:00;25/06/2018 16:00;25/06/2018 17:36;25/06/2018 17:36
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot on target;80;0:00;25/06/2018 16:00;25/06/2018 17:35;25/06/2018 17:35
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;away;shot on target;77;0:00;25/06/2018 16:00;25/06/2018 17:32;25/06/2018 17:32
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot off target;74;0:00;25/06/2018 16:00;25/06/2018 17:29;25/06/2018 17:29
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;away;shot off target;71;0:00;25/06/2018 16:00;25/06/2018 17:26;25/06/2018 17:26
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot on target;70;0:00;25/06/2018 16:00;25/06/2018 17:25;25/06/2018 17:25
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot on target;69;0:00;25/06/2018 16:00;25/06/2018 17:24;25/06/2018 17:24
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot off target;63;0:00;25/06/2018 16:00;25/06/2018 17:18;25/06/2018 17:18
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot off target;60;0:00;25/06/2018 16:00;25/06/2018 17:15;25/06/2018 17:15
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;away;shot off target;57;0:00;25/06/2018 16:00;25/06/2018 17:12;25/06/2018 17:12
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot off target;55;0:00;25/06/2018 16:00;25/06/2018 17:10;25/06/2018 17:10
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot on target;52;0:00;25/06/2018 16:00;25/06/2018 17:07;25/06/2018 17:07
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot off target;50;0:00;25/06/2018 16:00;25/06/2018 17:05;25/06/2018 17:05
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot on target;48;0:00;25/06/2018 16:00;25/06/2018 17:03;25/06/2018 17:03
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;goal from penalty;45;5:36;25/06/2018 16:00;25/06/2018 16:45;25/06/2018 16:45
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot on target;41;0:00;25/06/2018 16:00;25/06/2018 16:41;25/06/2018 16:41
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot on target;37;0:00;25/06/2018 16:00;25/06/2018 16:37;25/06/2018 16:37
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;away;shot off target;34;0:00;25/06/2018 16:00;25/06/2018 16:34;25/06/2018 16:34
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;away;shot off target;33;0:00;25/06/2018 16:00;25/06/2018 16:33;25/06/2018 16:33
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot off target;30;0:00;25/06/2018 16:00;25/06/2018 16:30;25/06/2018 16:30
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot on target;25;0:00;25/06/2018 16:00;25/06/2018 16:25;25/06/2018 16:25
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;away;shot off target;24;0:00;25/06/2018 16:00;25/06/2018 16:24;25/06/2018 16:24
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;away;goal;22;0:00;25/06/2018 16:00;25/06/2018 16:22;25/06/2018 16:22
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;away;shot on target;22;0:00;25/06/2018 16:00;25/06/2018 16:22;25/06/2018 16:22
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot off target;15;0:00;25/06/2018 16:00;25/06/2018 16:15;25/06/2018 16:15
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot off target;12;0:00;25/06/2018 16:00;25/06/2018 16:12;25/06/2018 16:12
Group A;4043723;Saudi Arabia;white;Egypt;#ff4e36;2;1;0;0;90;home;shot off target;3;0:00;25/06/2018 16:00;25/06/2018 16:03;25/06/2018 16:03
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;away;own goal;90;4:06;15/06/2018 17:00;15/06/2018 18:49;15/06/2018 18:45
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;home;shot off target;90;0:04;15/06/2018 17:00;15/06/2018 18:45;15/06/2018 18:45
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;home;shot off target;87;0:00;15/06/2018 17:00;15/06/2018 18:42;15/06/2018 18:42
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;home;shot on target;80;0:00;15/06/2018 17:00;15/06/2018 18:35;15/06/2018 18:35
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;home;shot off target;49;0:00;15/06/2018 17:00;15/06/2018 18:04;15/06/2018 18:04
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;away;shot off target;45;0:00;15/06/2018 17:00;15/06/2018 17:45;15/06/2018 17:45
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;away;shot on target;43;0:00;15/06/2018 17:00;15/06/2018 17:43;15/06/2018 17:43
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;away;shot on target;43;0:00;15/06/2018 17:00;15/06/2018 17:43;15/06/2018 17:43
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;away;shot off target;35;0:00;15/06/2018 17:00;15/06/2018 17:35;15/06/2018 17:35
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;away;shot off target;32;0:00;15/06/2018 17:00;15/06/2018 17:32;15/06/2018 17:32
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;home;shot on target;30;0:00;15/06/2018 17:00;15/06/2018 17:30;15/06/2018 17:30
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;home;shot on target;26;0:00;15/06/2018 17:00;15/06/2018 17:26;15/06/2018 17:26
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;home;shot off target;26;0:00;15/06/2018 17:00;15/06/2018 17:26;15/06/2018 17:26
Group B;4043692;Morocco;#ff4e36;Iran;white;0;1;0;0;90;away;shot off target;20;0:00;15/06/2018 17:00;15/06/2018 17:20;15/06/2018 17:20
